RowNumber,CustomerId,CreditScore,Geography,Gender,Age,Tenure,Balance,Marital Status,Income,Education Level,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited 
6388,28810807,513,Perth,Female,43,9,0,Single,32209.45,Bachelors,2,1,0,152499.8,0
6389,28582033,753,Brisbane,Male,44,3,138076.47,Single,51634.93,High School,1,1,0,15523.09,1
6390,28687607,605,Perth,Female,30,9,135422.31,Single,49264.7,Diploma,1,0,1,186418.85,0
6391,28588406,574,Melborne,Female,37,7,0,Divorced,41589.05,Bachelors,2,1,0,32262.28,0
6392,28784099,726,Perth,Female,38,5,126875.62,Single,85936.61,Masters,1,1,0,128052.29,0
6393,28701352,611,Melborne,Female,28,3,96381.68,Married,87859.6,Bachelors,2,1,0,181419.29,0
6394,28789371,593,Brisbane,Female,41,4,119703.1,Married,74447.45,Diploma,2,1,1,109783.29,0
6395,28602845,466,Brisbane,Male,41,2,152102.18,Married,92086.53,Masters,2,1,0,181879.56,0
6396,28707918,741,Brisbane,Female,36,0,127675.39,Divorced,89003.38,Masters,2,1,0,74260.16,0
6397,28602812,684,Brisbane,Female,44,2,133776.86,Married,67631.74,Diploma,2,0,1,49865.04,0
6398,28675888,550,Melborne,Female,33,9,72788.03,Divorced,9552.12,Masters,1,1,1,103608.06,0
6399,28591822,593,Melborne,Male,26,9,76226.9,Divorced,72365.2,High School,1,1,0,167564.82,0
6400,28738501,601,Brisbane,Male,48,9,163630.76,Divorced,66310.03,High School,1,0,1,41816.49,1
6401,28585907,676,Melborne,Female,30,5,0,Married,11516.82,High School,2,0,0,179066.58,0
6402,28579040,556,Perth,Female,46,10,0,Divorced,77971.99,Masters,2,0,0,109184.24,0
6403,28804211,719,Perth,Male,36,3,155423.17,Married,72425.13,Diploma,1,1,1,199841.32,0
6404,28736126,850,Brisbane,Male,55,0,98710.89,Married,82942.29,High School,1,1,1,83617.17,1
6405,28745399,649,Melborne,Female,49,2,0,Married,37935.07,High School,1,1,0,84863.85,1
6406,28760749,509,Melborne,Male,41,7,126683.8,Single,76425.36,Masters,1,0,1,114775.53,0
6407,28637118,684,Perth,Male,33,4,140700.61,Single,72309.46,Bachelors,1,1,0,103557.93,0
6408,28657829,806,Brisbane,Male,30,8,168078.83,Single,33419.16,Diploma,1,1,0,85028.36,1
6409,28738497,729,Melborne,Male,44,4,107726.93,Single,35282.78,Bachelors,2,1,0,153064.87,0
6410,28690695,683,Perth,Female,33,9,0,Divorced,52380.3,Bachelors,2,1,1,38784.42,0
6411,28762351,689,Melborne,Female,63,1,0,Single,63460.06,Diploma,2,1,1,186526.12,0
6412,28791172,672,Brisbane,Female,21,1,35741.69,Divorced,8809.62,Bachelors,1,1,0,28789.94,0
6413,28598982,602,Brisbane,Female,53,5,98268.84,Single,6065.2,High School,1,0,1,45038.29,1
6414,28734765,739,Perth,Female,20,4,133800.98,Single,91718.97,Diploma,1,0,1,150245.81,0
6415,28642912,618,Perth,Female,21,2,125682.79,Married,93192.77,High School,1,0,0,57762,0
6416,28769516,674,Perth,Female,42,9,0,Single,25854.45,High School,2,1,0,4292.72,0
6417,28789379,762,Perth,Male,26,6,130428.78,Married,63409.39,Bachelors,1,1,0,173365.89,0
6418,28695103,790,Melborne,Male,37,6,0,Divorced,57673.42,High School,2,1,1,119484.01,0
6419,28801924,754,Melborne,Female,27,8,0,Married,74668.15,High School,2,0,0,121821.16,0
6420,28767804,729,Perth,Male,44,6,0,Single,95902.97,Bachelors,2,1,0,151733.43,0
6421,28718039,606,Brisbane,Female,47,0,137138.2,Single,41196.66,Masters,2,0,1,53784.22,0
6422,28579994,616,Perth,Male,23,8,73112.95,Divorced,70554.06,Diploma,1,1,1,62733.05,0
6423,28595037,772,Perth,Male,47,9,152347.01,Divorced,38311.01,Diploma,1,0,1,17671.78,0
6424,28600720,652,Melborne,Male,41,8,115144.68,Divorced,44138.53,High School,1,1,0,188905.43,0
6425,28782608,743,Perth,Male,43,5,0,Married,21027.84,Masters,2,0,0,113079.19,1
6426,28566894,793,Perth,Male,39,3,137817.52,Married,60982.39,Diploma,1,0,0,83997.79,0
6427,28749123,743,Melborne,Male,45,7,157332.26,Divorced,75693.47,Diploma,1,1,0,125424.42,0
6428,28668943,746,Perth,Male,37,2,0,Single,46632.43,Masters,2,1,0,143194.05,0
6429,28577423,627,Brisbane,Female,39,5,124586.93,Single,69526.83,Bachelors,1,1,0,93132.61,1
6430,28623102,713,Melborne,Male,38,6,116980.78,Single,27860.12,High School,2,0,1,76038.38,0
6431,28728012,678,Melborne,Female,40,3,128398.38,Divorced,74968.97,Masters,1,1,0,168658.3,0
6432,28683363,540,Melborne,Male,39,1,0,Divorced,69188.51,Bachelors,1,0,1,108419.41,0
6433,28699335,615,Brisbane,Female,33,3,137657.25,Divorced,42663.95,Masters,2,1,1,171657.57,0
6434,28574369,415,Melborne,Male,53,5,167259.44,Single,98264.4,Bachelors,1,1,1,22357.25,0
6435,28703167,628,Perth,Female,45,8,0,Divorced,96709.08,Bachelors,2,1,0,193903.06,0
6436,28754874,700,Perth,Male,26,4,119009.57,Married,46470.32,High School,1,1,0,141926.43,0
6437,28723216,623,Brisbane,Male,33,2,80002.33,Divorced,6193.91,Bachelors,1,1,1,104079.62,0
6438,28725094,623,Perth,Female,37,4,140211.88,Single,57911.25,Bachelors,1,1,1,93832.33,0
6439,28647974,679,Perth,Female,44,3,118742.74,Divorced,73328.12,Diploma,2,1,0,1568.91,0
6440,28583371,632,Melborne,Male,37,1,138207.08,Divorced,31685.2,High School,1,1,0,60778.11,1
6441,28772559,790,Perth,Female,47,10,148636.21,Single,28646.44,Masters,1,0,1,16119.96,1
6442,28711251,514,Perth,Male,45,1,178827.79,Married,19244.2,Masters,1,1,0,60375.18,0
6443,28719212,491,Perth,Male,33,5,83134.3,Married,18845.31,Diploma,1,1,0,187946.55,0
6444,28764927,753,Perth,Male,92,3,121513.31,Divorced,55468.35,Masters,1,0,1,195563.99,0
6445,28731412,693,Brisbane,Female,37,6,95900.04,Divorced,56099.58,Bachelors,1,1,1,38196.24,0
6446,28719170,679,Perth,Female,30,1,112543.42,Single,52813.66,High School,1,1,1,179435.21,0
6447,28596011,529,Melborne,Male,34,9,0,Single,23307.83,High School,1,1,1,93208.22,0
6448,28614834,619,Melborne,Female,31,3,141751.82,Single,45187.73,High School,1,0,1,61531.86,0
6449,28600510,680,Melborne,Female,37,6,124140.57,Divorced,26093.3,Bachelors,2,1,0,92826.35,0
6450,28625706,693,Brisbane,Male,45,2,116546.59,Married,75431.87,Bachelors,2,0,0,23140.28,1
6451,28781409,834,Perth,Female,28,6,0,Divorced,75485.48,Diploma,1,1,0,74287.53,0
6452,28722583,636,Melborne,Female,29,6,157576.47,Single,63153.8,Bachelors,2,1,1,101102.39,0
6453,28677243,538,Melborne,Male,43,5,0,Divorced,56450.63,Bachelors,2,1,0,126933.73,0
6454,28828070,566,Brisbane,Female,44,5,141428.99,Divorced,71496.92,Masters,2,0,0,68408.74,0
6455,28705899,597,Melborne,Male,35,0,127510.99,Married,94396.83,Bachelors,1,1,1,155356.34,0
6456,28702822,711,Perth,Female,29,9,0,Married,5782.33,Bachelors,2,0,1,3234.8,0
6457,28755978,606,Perth,Male,,10,0,Divorced,27093.51,High School,2,1,0,195209.4,0
6458,28722090,615,Melborne,Male,51,6,81818.49,Single,51529.32,High School,1,1,1,169149.38,0
6459,28783526,589,Perth,Male,36,1,100895.54,Married,50408.04,Masters,1,1,1,68075.14,0
6460,28632125,606,Brisbane,Male,45,5,63832.43,Single,57401.27,High School,1,1,1,93707.8,0
6461,28688395,582,Perth,Male,29,4,0,Married,95837.46,Diploma,2,0,0,156153.27,0
6462,28666975,710,Perth,Female,36,4,116085.06,Single,55837.04,Masters,1,1,0,58601.61,0
6463,28682211,467,Perth,Male,57,1,0,Single,50111.64,Masters,2,1,1,114448.77,0
6464,28637411,749,Perth,Male,30,1,0,Married,77545.5,Diploma,2,0,1,126551.65,0
6465,28592812,564,Brisbane,Female,33,2,115761.51,Single,63820.3,Masters,1,0,1,112350.21,1
6466,28606855,730,Melborne,Male,26,6,0,Married,41852.05,Bachelors,2,1,1,185808.7,0
6467,28763683,678,Brisbane,Male,32,4,139626.01,Divorced,15338.46,Masters,1,1,1,118235.52,1
6468,28641782,540,Perth,Female,31,7,0,Divorced,62161.2,Diploma,1,0,1,183051.6,1
6469,28677184,767,Perth,Female,35,6,115576.44,Single,30628.84,High School,1,0,1,27922.45,0
6470,28775042,615,Perth,Female,23,4,0,Divorced,49191.73,High School,2,1,0,196476.19,0
6471,28616630,583,Brisbane,Female,41,5,77647.6,Married,25590.41,Bachelors,1,1,0,190429.52,0
6472,28800233,850,Perth,Female,40,5,0,Single,73353.1,Diploma,2,1,0,35034.15,0
6473,28588419,651,Brisbane,Female,34,10,148962.46,Single,10301.42,High School,1,1,0,66389.43,1
6474,28595557,798,Perth,Male,22,8,0,Divorced,81707.03,Diploma,2,1,0,107615.43,0
6475,28626143,695,Perth,Male,37,2,0,Divorced,59913.34,Masters,2,1,1,99692.65,0
6476,28566030,497,Brisbane,Male,41,5,80542.81,Married,51869.69,Bachelors,1,0,0,88729.22,1
6477,28701412,739,Perth,Male,40,4,0,Divorced,9120.12,High School,2,0,0,173321.65,0
6478,28702464,549,Perth,Female,34,4,0,Married,78307.79,Diploma,2,0,0,139463.57,0
6479,28573348,850,Perth,Male,35,9,102050.47,Divorced,44176.63,Masters,1,1,1,3769.71,0
6480,28704160,648,Melborne,Male,49,5,0,Married,81589.52,Diploma,1,1,0,149946.43,1
6481,28693704,679,Perth,Female,24,6,114948.76,Divorced,76123.47,Diploma,2,0,1,135768.25,0
6482,28664752,606,Brisbane,Male,39,8,136000.45,Married,36603.36,Diploma,2,1,0,31708.53,0
6483,28628292,850,Perth,Male,32,4,156001.68,Single,66210,Diploma,2,1,1,151677.31,0
6484,28621195,619,Brisbane,Male,41,3,147974.16,Single,13537.45,Masters,2,1,0,170518.83,0
6485,28668629,719,Melborne,Male,44,2,0,Divorced,33033.52,High School,2,1,0,196582.19,0
6486,28635197,640,Brisbane,Male,26,5,90402.77,Divorced,60238.4,Masters,1,1,1,3298.65,0
6487,28592761,710,Perth,Male,40,5,0,Married,41451.31,Bachelors,2,0,0,162878.96,0
6488,28574283,580,Perth,Male,31,2,0,Divorced,73331.52,Diploma,2,0,1,64014.24,0
6489,28598097,550,Perth,Male,44,9,0,Married,26519.62,Masters,2,1,0,26257.01,0
6490,28711352,841,Perth,Female,31,3,162701.65,Married,41989.72,High School,2,1,1,126794.56,0
6491,28620751,760,Perth,Male,34,2,0,Single,84323.64,Masters,2,1,0,164162.44,0
6492,28656717,687,Perth,Female,30,6,0,Single,92340.06,Diploma,2,0,0,179206.92,0
6493,28643121,753,Brisbane,Female,35,5,82453.96,Single,8069.45,Bachelors,2,0,0,18254.75,0
6494,28723671,661,Perth,Male,35,9,100107.99,Divorced,58295.24,High School,1,1,0,83949.68,0
6495,28752846,699,Perth,Male,28,7,0,Single,76807.95,Masters,2,1,1,22684.78,0
6496,28640852,617,Brisbane,Female,39,5,83348.89,Single,42157.62,Masters,3,1,0,7953.62,1
6497,28789313,595,Brisbane,Female,44,4,96553.52,Married,33800.02,Diploma,2,1,0,143952.24,1
6498,28793688,669,Perth,Male,50,9,201009.64,Single,44905.83,Masters,1,1,0,158032.5,1
6499,28770405,613,Perth,Female,27,5,125167.74,Divorced,92554.67,Masters,1,1,0,199104.52,0
6500,28702561,782,Perth,Male,32,9,0,Divorced,73992.33,Masters,1,1,1,87566.97,0
6501,28625964,582,Perth,Female,43,5,153313.67,Married,45803.65,Bachelors,1,0,0,170563.73,0
6502,28761364,679,Perth,Male,30,9,0,Divorced,37221.1,Bachelors,2,1,0,157871.55,0
6503,28590286,611,Perth,Female,40,2,125879.29,Married,61666.48,Bachelors,1,1,0,93203.43,0
6504,28587978,455,Brisbane,Female,37,6,170057.62,Married,88070.41,Diploma,1,0,1,54398.56,0
6505,28773242,621,Perth,Male,32,1,0,Divorced,47365.96,Bachelors,2,1,1,168779.47,0
6506,28761053,596,Brisbane,Male,48,2,131326.47,Single,53886.62,High School,1,0,0,1140.02,1
6507,28702095,585,Melborne,Female,56,1,128472.8,Single,27130.47,Masters,1,1,0,186476.91,1
6508,28764253,742,Perth,Male,32,6,160485.16,Single,7938.95,Bachelors,1,1,0,29023.03,0
6509,28700801,850,Brisbane,Male,42,6,84445.68,Divorced,89462.71,High School,3,0,1,60021.34,1
6510,28730590,738,Brisbane,Female,40,1,115409.18,Single,31531.77,High School,2,0,0,180456.8,0
6511,28643916,619,Melborne,Male,46,8,62400.48,Married,25395.44,Masters,1,1,1,132498.39,1
6512,28720636,628,Perth,Female,50,4,143054.56,Single,35394.1,Bachelors,1,0,1,109608.81,1
6513,28795429,487,Perth,Male,24,7,133628.09,Married,66311.11,Masters,2,1,1,98570.01,0
6514,28609254,513,Melborne,Female,41,9,107135.04,Divorced,17506.11,Diploma,2,1,1,160546.58,0
6515,28625141,563,Melborne,Male,26,7,0,Divorced,93839.63,Masters,2,0,0,6139.74,0
6516,28810898,803,Perth,Female,65,2,151659.52,Married,27441.16,Bachelors,2,0,1,6930.17,0
6517,28775797,607,Melborne,Female,32,7,0,Divorced,45174.1,Diploma,3,0,1,10674.62,0
6518,28795246,628,Brisbane,Female,51,9,155903.82,Divorced,23593.15,Bachelors,2,1,1,71159.84,0
6519,28795275,521,Melborne,Female,49,4,82940.25,Single,67161.68,Diploma,2,0,0,62413.01,1
6520,28571869,669,Brisbane,Female,50,4,112650.89,Married,15319.91,Masters,1,0,0,166386.22,1
6521,28694143,686,Perth,Female,41,10,0,Divorced,58722.42,Masters,1,1,0,133086.45,0
6522,28748231,700,Brisbane,Male,35,4,95853.39,Single,8365.18,Masters,2,1,0,192933.37,0
6523,28632185,663,Perth,Female,42,1,82228.67,Single,54158.15,Masters,2,1,0,71359.78,0
6524,28806249,671,Melborne,Female,31,4,0,Married,37425.54,High School,2,0,1,79270.02,0
6525,28743293,651,Brisbane,Female,35,1,163700.78,Single,46760.2,Masters,3,1,1,29583.48,1
6526,28598287,728,Perth,Male,34,4,106328.08,Married,98845.66,Masters,1,1,0,88680.65,0
6527,28700946,574,Perth,Female,34,7,152992.91,Married,5226.2,Diploma,1,1,1,134691.2,0
6528,28722692,464,Perth,Male,38,3,116439.65,Married,60542.51,Masters,1,1,0,75574.48,0
6529,28696506,604,Melborne,Male,27,9,101352.78,Divorced,71161.63,Masters,1,0,0,30252.3,0
6530,28728823,836,Melborne,Female,37,10,0,Single,99067.92,High School,2,1,0,111324.41,0
6531,28808851,511,Brisbane,Female,75,9,105609.17,Divorced,75651.28,Bachelors,1,0,1,105425.18,0
6532,28675231,518,Perth,Female,45,8,0,Single,10534.13,Bachelors,2,1,1,36193.07,0
6533,28732299,756,Perth,Male,67,4,0,Single,9475.19,Bachelors,3,1,1,93081.87,0
6534,28706269,489,Perth,Female,47,8,103894.38,Divorced,55368.51,Bachelors,2,1,1,107625.46,0
6535,28590078,622,Melborne,Male,27,9,139834.93,Married,98494.96,Diploma,1,1,1,152733.89,0
6536,28776985,652,Perth,Female,36,6,112518.71,Single,41255.13,Masters,2,0,1,110421.31,0
6537,28756743,625,Perth,Female,37,7,115895.42,Married,79145.31,High School,1,1,0,48486.25,0
6538,28782364,521,Melborne,Female,39,3,146408.68,Single,6140.98,Diploma,1,0,0,72993.67,0
6539,28604093,546,Perth,Male,34,4,165363.31,Divorced,14355.7,Masters,2,1,1,25744.13,1
6540,28749328,697,Perth,Female,45,1,0,Divorced,27693.25,Diploma,2,1,0,46807.62,1
6541,28656322,571,Brisbane,Male,33,3,71843.15,Single,57360.86,High School,1,1,0,26772.04,0
6542,28685564,748,Melborne,Male,35,5,105492.53,Divorced,6863.59,Masters,1,1,1,150057.2,0
6543,28785831,591,Perth,Male,35,7,183027.25,Single,63012.33,Bachelors,1,1,1,56028.79,0
6544,28796218,814,Brisbane,Male,29,1,131968.57,Married,58727.65,Bachelors,2,1,1,147693.92,0
6545,28716218,709,Perth,Female,45,3,104118.5,Single,19873.09,High School,1,0,1,174032,0
6546,28572735,433,Melborne,Male,27,2,0,Divorced,16823.28,Masters,2,1,1,153698.65,0
6547,28633840,781,Perth,Male,20,0,125023.1,Single,27191.23,Diploma,2,1,1,108301.45,0
6548,28608760,656,Perth,Female,30,4,74323.2,Divorced,71540.99,Diploma,1,1,1,22929.08,0
6549,28627848,683,Perth,Male,38,7,109346.13,Single,55763.5,Diploma,2,1,0,102665.92,0
6550,28792029,620,Perth,Male,32,6,0,Single,14140.12,High School,2,1,0,56139.09,0
6551,28617331,637,Brisbane,Female,39,3,109698.41,Married,78804.2,Masters,1,1,1,88391.29,1
6552,28651740,525,Melborne,Female,30,5,0,Married,80037.57,High School,2,0,1,149195.44,0
6553,28636407,793,Brisbane,Female,34,5,127758.09,Married,95819.88,Diploma,1,1,0,143357.03,0
6554,28607526,638,Brisbane,Male,50,1,102645.48,Married,26550.43,Diploma,1,1,0,168359.98,1
6555,28632576,520,Perth,Male,31,4,93249.4,Married,39155.79,High School,1,1,0,77335.75,0
6556,28582805,641,Perth,Male,35,5,0,Married,58708.23,Diploma,2,1,0,93148.93,0
6557,28612207,840,Brisbane,Female,51,1,87779.83,Married,33438.03,Diploma,1,0,1,36687.11,1
6558,28707242,504,Melborne,Male,40,5,0,Married,77452.79,Masters,2,0,0,146703.36,0
6559,28721937,686,Perth,Male,38,0,138131.34,Married,15468.73,Diploma,1,0,1,115927.85,0
6560,28773852,533,Brisbane,Male,38,4,70362.52,Divorced,96071.91,Bachelors,2,1,1,104189.46,0
6561,28719778,577,Perth,Female,32,1,0,Divorced,31685.86,Masters,2,1,0,9902.39,0
6562,28650538,445,Brisbane,Female,48,7,168286.58,Single,25558.9,Diploma,1,1,0,16645.77,1
6563,28797475,720,Perth,Male,44,3,86102.27,Married,74304.59,Diploma,1,1,0,180134.88,1
6564,28780359,643,Brisbane,Male,25,4,115142.9,Married,50188.81,Bachelors,1,1,1,148098.95,0
6565,28737104,652,Brisbane,Female,47,0,126597.89,Married,16044.37,Masters,2,1,1,38798.79,1
6566,28789936,663,Perth,Female,33,2,0,Divorced,33135.03,Masters,2,1,0,153295,0
6567,28709523,525,Brisbane,Female,30,0,157989.21,Married,62059.03,Bachelors,2,1,1,100687.67,0
6568,28593425,662,Melborne,Female,54,1,187997.15,Divorced,50812.21,High School,1,0,0,111442.71,1
6569,28776725,724,Brisbane,Male,54,8,172192.49,Single,24947.05,Masters,1,1,1,136902.01,0
6570,28604706,581,Brisbane,Male,38,1,133105.47,Divorced,69412.45,Masters,1,1,0,105732.9,1
6571,28790958,685,Melborne,Male,38,4,0,Married,51022.56,Masters,2,1,1,35884.91,0
6572,28747534,595,Perth,Male,46,10,0,Married,11882.25,Bachelors,1,1,0,73489.15,1
6573,28574237,588,Perth,Female,21,8,0,Single,86044.83,Bachelors,2,1,1,110114.19,0
6574,28690332,647,Brisbane,Male,35,3,192407.97,Single,9578.54,Bachelors,1,1,1,40145.28,0
6575,28661290,785,Brisbane,Female,38,9,107199.75,Divorced,92056.77,High School,1,0,0,146398.51,0
6576,28651883,794,Brisbane,Female,55,6,115796.7,Single,54493.49,High School,1,1,0,160526.36,1
6577,28808905,823,Perth,Male,37,5,164858.18,Divorced,66811.93,High School,1,1,1,173516.71,0
6578,28728532,687,Brisbane,Male,38,4,117633.28,Single,17335.62,Diploma,1,0,1,88396.6,0
6579,28786078,850,Perth,Female,28,9,0,Married,82600.44,Masters,2,1,0,185821.41,0
6580,28652401,496,Perth,Female,36,7,0,Divorced,36462.24,Diploma,2,0,0,108098.28,0
6581,28673074,527,Brisbane,Female,30,6,126663.51,Divorced,51056.76,Bachelors,1,1,1,162267.91,0
6582,28598744,576,Brisbane,Female,71,6,140273.47,Married,73614.17,Diploma,1,1,1,193135.25,1
6583,28785975,525,Melborne,Female,60,7,0,Married,86147.11,Diploma,2,0,1,168034.9,0
6584,28613180,727,Brisbane,Male,21,8,153344.72,Divorced,22914.83,High School,1,1,1,163295.87,0
6585,28584229,671,Brisbane,Female,23,9,123943.18,Divorced,83852.19,Masters,1,1,1,159553.27,0
6586,28773804,625,Perth,Male,39,5,0,Single,57896.8,Bachelors,1,1,0,99800.87,0
6587,28699528,643,Brisbane,Male,33,7,98630.31,Divorced,99415.5,Diploma,2,1,1,40250.82,0
6588,28705313,707,Perth,Female,33,2,58036.33,Divorced,17604.5,Masters,1,1,1,83335.78,0
6589,28693817,539,Melborne,Male,28,5,0,Married,48954.49,Masters,2,1,0,48382.4,0
6590,28673790,498,Brisbane,Male,45,7,109200.74,Single,75607.01,Bachelors,2,0,1,165990.44,0
6591,28674868,696,Melborne,Female,30,0,0,Divorced,16327.42,Diploma,2,1,1,9002.8,0
6592,28692110,758,Perth,Female,33,7,0,Married,54595.73,High School,1,1,0,188156.34,0
6593,28645904,685,Perth,Female,33,6,0,Married,34679.21,Diploma,2,0,1,186785.01,0
6594,28581332,655,Brisbane,Female,30,1,83173.98,Single,24926.66,High School,2,1,1,184259.6,0
6595,28808544,747,Perth,Female,40,3,0,Single,14701.1,Diploma,1,0,0,57817.84,1
6596,28734948,601,Melborne,Male,24,7,0,Married,24737.13,Masters,2,0,0,144660.42,0
6597,28654531,477,Perth,Male,22,5,82559.42,Divorced,11588.21,Bachelors,2,0,0,163112.9,1
6598,28637774,558,Perth,Male,32,5,73494.21,Married,29912.41,Masters,1,0,0,136301.1,0
6599,28677141,586,Melborne,Male,29,2,132450.24,Single,76552.81,High School,1,1,1,36176.63,0
6600,28739578,850,Perth,Male,49,6,128663.9,Divorced,70699.77,High School,1,1,0,65769.3,1
6601,28697360,505,Perth,Female,36,2,79951.9,Married,49549.89,High School,1,0,1,174123.16,1
6602,28655213,591,Brisbane,Female,51,8,132508.3,Divorced,62135.13,Bachelors,1,1,1,161304.68,1
6603,28580872,761,Brisbane,Female,38,1,120530.13,Divorced,28035.95,Masters,2,1,0,109394.62,0
6604,28683213,554,Perth,Female,35,10,74988.59,Married,74048.61,Diploma,2,0,1,190155.13,0
6605,28801188,774,Perth,Female,47,6,94722.88,Single,34082.26,High School,1,0,1,61450.96,0
6606,28645029,771,Melborne,Female,33,5,0,Divorced,37324.34,Diploma,2,1,0,8673.43,0
6607,28633181,792,Perth,Male,31,6,71269.89,Single,14895.07,Bachelors,2,0,1,125912.77,0
6608,28598259,673,Brisbane,Female,41,9,98612.1,Single,87350.06,Bachelors,1,1,0,151349.35,0
6609,28576000,765,Perth,Male,40,6,138033.55,Married,17858.1,Masters,1,1,1,67972.45,0
6610,28766047,748,Perth,Female,41,2,91621.69,Single,59104.4,Bachelors,1,1,1,71139.31,0
6611,28596339,422,Perth,Male,54,3,140014.42,Divorced,20703.74,Masters,1,0,1,86350.97,0
6612,28728199,568,Melborne,Male,27,5,126815.97,Married,48044.12,High School,2,0,1,118648.12,0
6613,28628938,502,Perth,Female,64,3,139663.37,Married,31281.92,Bachelors,1,0,1,100995.11,0
6614,28679991,524,Perth,Female,28,7,0,Divorced,28487.45,Bachelors,2,0,1,147100.72,0
6615,28626135,689,Perth,Male,34,1,165312.27,Divorced,64164.36,Masters,1,1,0,155495.63,0
6616,28792934,661,Perth,Male,26,8,0,Single,94361.14,High School,2,0,0,196875.87,0
6617,28744046,606,Melborne,Male,33,8,0,Single,79501.96,Bachelors,2,1,1,63176.77,0
6618,28700826,678,Brisbane,Female,54,1,123699.28,Single,32571.4,Masters,2,0,1,105221.76,0
6619,28756301,636,Brisbane,Female,29,3,97325.15,Single,8593.79,High School,1,0,1,131924.38,0
6620,28586517,647,Perth,Male,32,5,97041.16,Divorced,11720.52,Diploma,1,1,1,23132.73,0
6621,28751297,732,Perth,Male,36,5,0,Married,94802.48,Masters,2,1,0,161428.25,0
6622,28710365,646,Perth,Male,50,0,104129.24,Single,32058.16,Masters,2,1,0,181794.86,1
6623,28679307,559,Perth,Female,43,1,0,Divorced,8295.16,Masters,1,0,1,86634.3,0
6624,28610753,581,Perth,Male,28,3,104367.5,Single,9634.04,High School,1,1,1,29937.75,0
6625,28811036,565,Perth,Male,46,7,135369.71,Single,20704.3,Masters,1,0,1,140130.22,0
6626,28610912,657,Melborne,Female,41,6,112119.48,Divorced,44685.16,Masters,1,1,0,17536.82,0
6627,28619932,847,Perth,Male,66,7,123760.68,Divorced,45775.37,Masters,1,0,1,53157.16,0
6628,28746199,558,Perth,Female,41,6,0,Divorced,82050.2,High School,1,1,1,143585.29,1
6629,28584967,596,Melborne,Male,57,6,0,Single,42321.4,Masters,2,1,1,72402,0
6630,28734365,579,Perth,Male,39,5,0,Married,41965.37,Bachelors,2,0,1,39891.84,0
6631,28726960,741,Perth,Female,36,3,0,Divorced,99516.48,High School,2,1,1,89804.83,0
6632,28665177,613,Perth,Male,44,3,0,Married,65875.94,High School,2,0,1,136491.72,0
6633,28779928,694,Melborne,Male,31,5,0,Divorced,87044.53,Diploma,1,1,0,35593.18,0
6634,28729110,729,Melborne,Female,42,7,0,Divorced,79571.58,Bachelors,2,1,0,58268.2,1
6635,28575399,480,Perth,Female,42,1,152160.21,Divorced,8718.85,Bachelors,2,1,0,101778.9,0
6636,28678374,666,Perth,Female,59,5,0,Divorced,76965.04,Masters,2,1,1,185123.09,0
6637,28792679,575,Perth,Male,24,2,0,Divorced,57515.27,High School,2,1,1,119927.81,0
6638,28668767,850,Perth,Male,36,3,0,Divorced,32130.67,Diploma,2,1,0,195033.07,0
6639,28761886,740,Perth,Male,36,4,172381.8,Married,73618.64,Diploma,1,1,1,86480.29,0
6640,28583076,588,Brisbane,Male,41,6,106116.56,Divorced,31059.05,Masters,2,1,0,198766.61,0
6641,28828628,681,Perth,Male,36,5,141952.07,Divorced,99803.76,Bachelors,1,1,1,185144.08,0
6642,28591942,611,Melborne,Female,33,7,0,Single,14911.44,Diploma,2,1,1,3729.89,0
6643,28724924,589,Perth,Female,37,6,138497.84,Divorced,36581.45,High School,1,0,1,18988.58,0
6644,28762123,717,Melborne,Female,34,1,0,Married,73332.94,High School,2,1,0,119313.74,0
6645,28567893,556,Brisbane,Male,33,3,124213.36,Single,60238.41,Diploma,2,1,0,62627.55,0
6646,28648989,850,Perth,Male,37,4,126872.6,Married,32809.93,Diploma,1,1,0,197266.58,0
6647,28662021,685,Melborne,Female,42,2,0,Single,50151.16,High School,2,0,0,199992.48,0
6648,28691627,713,Perth,Female,37,8,0,Divorced,44656.11,High School,1,1,1,16403.41,0
6649,28731751,437,Perth,Female,26,1,120923.52,Single,25564.85,Diploma,1,0,1,78854.57,0
6650,28635277,605,Melborne,Male,47,7,142643.54,Married,68877.49,Diploma,1,1,0,189310.27,0
6651,28655252,758,Brisbane,Male,41,10,79857.64,Single,19949.28,High School,1,1,1,78088.17,0
6652,28803941,600,Perth,Male,46,10,95502.21,Divorced,77768.32,Diploma,1,0,0,19842.18,0
6653,28714380,827,Perth,Male,38,5,0,Single,66080.6,Bachelors,2,0,0,103305.01,0
6654,28666559,608,Brisbane,Male,23,8,197715.93,Divorced,47559.9,High School,2,1,1,116124.28,0
6655,28799998,608,Perth,Female,30,8,85859.76,Divorced,11985.1,Bachelors,1,0,0,142730.27,0
6656,28703763,554,Perth,Male,44,7,85304.27,Married,91721.83,Bachelors,1,1,1,58076.52,0
6657,28795640,683,Brisbane,Female,35,1,132371.3,Single,24686.77,Bachelors,2,0,0,186123.57,0
6658,28780056,660,Melborne,Male,33,4,0,Divorced,28326.47,Masters,1,1,0,29664.45,0
6659,28777873,628,Perth,Female,31,5,0,Married,18134.77,Bachelors,1,0,0,147963.07,1
6660,28584749,668,Brisbane,Male,39,4,79896,Married,53131.54,Masters,1,1,0,38466.39,0
